ADUANA SANTAMARIA,000009,EXPORTACION,41,EXPO DEFINITIVA,2013-01-01,15:59:19,EXPORTACION,005-2013-000009,"DAD, Desaduanamiento en Aduana Distinta",VERDE,Autorizacion de Levante,J,310143696531,INDUSTRIAS NARVA MAROVIA SOCIEDAD ANONIMA,Barrio Escalante calle 35 entre Av. 9 y 11,J,310143696531,INDUSTRIAS NARVA MAROVIA SOCIEDAD ANONIMA,25621.04,USD,27001.02,3543.150,3365.992,Carretera,F,110520335,ADUANA SANTAMARIA,ALMACEN FISCAL DEL ESTE S A,ADUANA DE PASO CANOAS,PATIOS DE PENAS BLANCAS,0.00,0,502.070000,CABEZAL 143734 FURGON S16365 PILOTO CARLOS LUIS CALVO RODRIGUEZ,0001,4011100000,LLANTAS PARA AUTOMOVIL DE TURISMO,PANAMA,192,BULTOS/PACKAGE,BRIDGESTONE FIRESTONE,16616.26,2084.580,1980.351,,,,,0,/  /
ADUANA SANTAMARIA,000009,EXPORTACION,41,EXPO DEFINITIVA,2013-01-01,15:59:19,EXPORTACION,005-2013-000009,"DAD, Desaduanamiento en Aduana Distinta",VERDE,Autorizacion de Levante,J,310143696531,INDUSTRIAS NARVA MAROVIA SOCIEDAD ANONIMA,Barrio Escalante calle 35 entre Av. 9 y 11,J,310143696531,INDUSTRIAS NARVA MAROVIA SOCIEDAD ANONIMA,25621.04,USD,27001.02,3543.150,3365.992,Carretera,F,110520335,ADUANA SANTAMARIA,ALMACEN FISCAL DEL ESTE S A,ADUANA DE PASO CANOAS,PATIOS DE PENAS BLANCAS,0.00,0,502.070000,CABEZAL 143734 FURGON S16365 PILOTO CARLOS LUIS CALVO RODRIGUEZ,0002,4011201000,LLANTAS PARA AUTOBUSES Y CAMIONES RADIAL,PANAMA,86,BULTOS/PACKAGE,BRIDGESTONE FIRESTONE,10384.76,1458.570,1385.641,,,,,0,/  /
ADUANA SANTAMARIA,000003,EXPORTACION,41,EXPO DEFINITIVA,2013-01-01,15:39:58,EXPORTACION,005-2013-000003,"DAD, Desaduanamiento en Aduana Distinta",VERDE,Autorizacion de Levante,J,310143696531,INDUSTRIAS NARVA MAROVIA SOCIEDAD ANONIMA,Barrio Escalante calle 35 entre Av. 9 y 11,J,310143696531,INDUSTRIAS NARVA MAROVIA SOCIEDAD ANONIMA,25861.52,USD,26551.21,3101.411,2946.340,Carretera,J,310143551236,ADUANA SANTAMARIA,ALMACEN FISCAL DEL ESTE S A,ADUANA DE PENAS BLANCAS,PATIOS DE PENAS BLANCAS,0.00,0,502.070000,Cabezal C153206 Furgon S 19247 Piloto Walter Guillen Gonzalez. Casilla 11 lease Silvia Apestegui  Representante Costa Rica. EXPORTADOR INDUSTRIAS NARVA MAROVIA S.A. EN NOMBRE DE PRICESMART INC. #marchamo:221420,0001,4011100000,LLANTAS PARA AUTOMOVIL DE TURISMO,GUATEMALA,196,BULTOS/PACKAGE,,17378.50,1906.971,1811.622,,,,,0,/  /
ADUANA SANTAMARIA,000003,EXPORTACION,41,EXPO DEFINITIVA,2013-01-01,15:39:58,EXPORTACION,005-2013-000003,"DAD, Desaduanamiento en Aduana Distinta",VERDE,Autorizacion de Levante,J,310143696531,INDUSTRIAS NARVA MAROVIA SOCIEDAD ANONIMA,Barrio Escalante calle 35 entre Av. 9 y 11,J,310143696531,INDUSTRIAS NARVA MAROVIA SOCIEDAD ANONIMA,25861.52,USD,26551.21,3101.411,2946.340,Carretera,J,310143551236,ADUANA SANTAMARIA,ALMACEN FISCAL DEL ESTE S A,ADUANA DE PENAS BLANCAS,PATIOS DE PENAS BLANCAS,0.00,0,502.070000,Cabezal C153206 Furgon S 19247 Piloto Walter Guillen Gonzalez. Casilla 11 lease Silvia Apestegui  Representante Costa Rica. EXPORTADOR INDUSTRIAS NARVA MAROVIA S.A. EN NOMBRE DE PRICESMART INC. #marchamo:221420,0002,4011201000,LLANTAS PARA AUTOBUSES Y CAMIONES RADIAL,GUATEMALA,68,BULTOS/PACKAGE,,9172.71,1194.440,1134.718,,,,,0,/  /
ADUANA SANTAMARIA,245937,EXPORTACION,40,EXPO MERC. DE ZF,2013-01-04,12:24:24,EXPORTACION,005-2013-003541,"DAD, Desaduanamiento en Aduana Distinta",VERDE,Autorizacion de Levante,J,310118687425,COMPONENTES INTEL DE COSTA RICA SOCIEDAD ANONIMA,,F,108520415,LOBO ZAMORA ARNOLDO ALEXANDER,429.90,USD,429.90,1.240,1.240,Aereo,J,310115530317,ADUANA SANTAMARIA,COMPONENTES INTEL COSTA RICA S.A.,ADUANA SANTAMARIA,U P S DE SAN JOSE S A,0.00,0,498.350000,TRANSPORTISTA UPS. IDENTIFICACION NUM: 310115530317 MARCHAMO: 1295385 J.bdo,0001,9033000000,PARTES PARA INTRUMENTOS DE MEDICION UPSB0147608,ESTADOS UNIDOS,1,BULTOS/PACKAGE,,429.90,1.240,1.240,N453UP,,1ZW2E2360450113713,13000213,1,04/01/2013
ADUANA SANTAMARIA,654380,EXPORTACION,40,EXPO MERC. DE ZF,2013-01-04,12:27:48,EXPORTACION,005-2013-003547,"DAD, Desaduanamiento en Aduana Distinta",VERDE,Autorizacion de Levante,J,310115059834,CHICAGO MINIATURE LIGHTING (COSTA RICA) SOCIEDAD ANONIMA,,F,108520415,LOBO ZAMORA ARNOLDO ALEXANDER,54899.34,USD,54899.34,557.000,557.000,Aereo,J,310127111127,ADUANA SANTAMARIA,CHICAGO MINIATURE LIGHTING (COSTA RICA) SOCIEDAD ANONIMA,ADUANA SANTAMARIA,U P S DE SAN JOSE S A,0.00,0,498.350000,RICARDO ELIZONDO  CEDULA 112250366 PLACAS CL218319 TRANS 310127111127 MARCHAMO 1324718 SCM,0001,8539290000,LUCES MINIATURA 1Z00325W16662730998,ESTADOS UNIDOS,31,BULTOS/PACKAGE,,26810.75,237.000,237.000,N453UP,,1Z0325W16662730998,13000213,1,04/01/2013
ADUANA SANTAMARIA,654380,EXPORTACION,40,EXPO MERC. DE ZF,2013-01-04,12:27:48,EXPORTACION,005-2013-003547,"DAD, Desaduanamiento en Aduana Distinta",VERDE,Autorizacion de Levante,J,310115059834,CHICAGO MINIATURE LIGHTING (COSTA RICA) SOCIEDAD ANONIMA,,F,108520415,LOBO ZAMORA ARNOLDO ALEXANDER,54899.34,USD,54899.34,557.000,557.000,Aereo,J,310127111127,ADUANA SANTAMARIA,CHICAGO MINIATURE LIGHTING (COSTA RICA) SOCIEDAD ANONIMA,ADUANA SANTAMARIA,U P S DE SAN JOSE S A,0.00,0,498.350000,RICARDO ELIZONDO  CEDULA 112250366 PLACAS CL218319 TRANS 310127111127 MARCHAMO 1324718 SCM,0002,8539290000,LUCES MINIATURA 1Z0325W16663552116,ESTADOS UNIDOS,40,BULTOS/PACKAGE,,28088.59,320.000,320.000,N453UP,,1Z0325W16663552116,13000213,1,04/01/2013
ADUANA SANTAMARIA,245938,EXPORTACION,40,EXPO MERC. DE ZF,2013-01-04,12:28:08,EXPORTACION,005-2013-003548,"DAD, Desaduanamiento en Aduana Distinta",VERDE,Autorizacion de Levante,J,310118687425,COMPONENTES INTEL DE COSTA RICA SOCIEDAD ANONIMA,,F,108520415,LOBO ZAMORA ARNOLDO ALEXANDER,23550.00,USD,23550.00,39.030,39.030,Aereo,J,310115530317,ADUANA SANTAMARIA,COMPONENTES INTEL COSTA RICA S.A.,ADUANA SANTAMARIA,U P S DE SAN JOSE S A,0.00,0,498.350000,TRANSPORTISTA UPS. IDENTIFICACION NUM: 310115530317 MARCHAMO: 1295385 J.bdo,0001,8504500090,GENERADOR DE CORRIENTE UPSB0147610,ESTADOS UNIDOS,1,BULTOS/PACKAGE,,12315.00,23.750,23.750,N453UP,,1ZW2E2360449400852,13000213,1,04/01/2013
ADUANA SANTAMARIA,245938,EXPORTACION,40,EXPO MERC. DE ZF,2013-01-04,12:28:08,EXPORTACION,005-2013-003548,"DAD, Desaduanamiento en Aduana Distinta",VERDE,Autorizacion de Levante,J,310118687425,COMPONENTES INTEL DE COSTA RICA SOCIEDAD ANONIMA,,F,108520415,LOBO ZAMORA ARNOLDO ALEXANDER,23550.00,USD,23550.00,39.030,39.030,Aereo,J,310115530317,ADUANA SANTAMARIA,COMPONENTES INTEL COSTA RICA S.A.,ADUANA SANTAMARIA,U P S DE SAN JOSE S A,0.00,0,498.350000,TRANSPORTISTA UPS. IDENTIFICACION NUM: 310115530317 MARCHAMO: 1295385 J.bdo,0002,8544190000,CABLE ELECTRICO UPSB0147609,ESTADOS UNIDOS,1,BULTOS/PACKAGE,,3025.00,1.150,1.150,N453UP,,1ZW2E2360449865860,13000213,1,04/01/2013
ADUANA SANTAMARIA,245938,EXPORTACION,40,EXPO MERC. DE ZF,2013-01-04,12:28:08,EXPORTACION,005-2013-003548,"DAD, Desaduanamiento en Aduana Distinta",VERDE,Autorizacion de Levante,J,310118687425,COMPONENTES INTEL DE COSTA RICA SOCIEDAD ANONIMA,,F,108520415,LOBO ZAMORA ARNOLDO ALEXANDER,23550.00,USD,23550.00,39.030,39.030,Aereo,J,310115530317,ADUANA SANTAMARIA,COMPONENTES INTEL COSTA RICA S.A.,ADUANA SANTAMARIA,U P S DE SAN JOSE S A,0.00,0,498.350000,TRANSPORTISTA UPS. IDENTIFICACION NUM: 310115530317 MARCHAMO: 1295385 J.bdo,0003,8504500090,FUENTE DE PODER UPSB0147611,ESTADOS UNIDOS,1,BULTOS/PACKAGE,,8210.00,14.130,14.130,N453UP,,1ZW2E2360449436270,13000213,1,04/01/2013
